amount,#total,#benign,#fraud,%fraud
33.12,96,96,0,0.0
4.2,96,96,0,0.0
35.61,96,96,0,0.0
23.05,96,96,0,0.0
2.74,96,96,0,0.0
39.74,96,96,0,0.0
21.7,96,96,0,0.0
30.33,96,96,0,0.0
1.96,96,96,0,0.0
39.46,96,96,0,0.0
28.39,96,96,0,0.0
40.29,96,96,0,0.0
28.8,96,96,0,0.0
5.25,96,96,0,0.0
16.64,96,96,0,0.0
27.36,96,96,0,0.0
0.77,96,96,0,0.0
15.43,96,96,0,0.0
33.03,96,96,0,0.0
34.12,96,96,0,0.0
4.58,96,96,0,0.0
37.79,96,96,0,0.0
31.67,96,96,0,0.0
4.81,96,96,0,0.0
12.39,96,96,0,0.0
7.55,96,96,0,0.0
9.77,96,96,0,0.0
12.05,96,96,0,0.0
0.75,96,96,0,0.0
2.33,96,96,0,0.0
39.98,96,96,0,0.0
1.5,96,96,0,0.0
16.33,96,96,0,0.0
36.05,96,96,0,0.0
5.7,96,96,0,0.0
9.02,96,96,0,0.0
33.48,96,96,0,0.0
3.56,96,96,0,0.0
38.53,96,96,0,0.0
8.87,96,96,0,0.0
22.95,96,96,0,0.0
4.26,96,96,0,0.0
12.22,96,96,0,0.0
6.96,96,96,0,0.0
27.61,96,96,0,0.0
25.78,96,96,0,0.0
18.77,96,96,0,0.0
9.11,96,96,0,0.0
17.6,96,96,0,0.0
38.91,96,96,0,0.0
32.93,96,96,0,0.0
2.29,96,96,0,0.0
40.39,96,96,0,0.0
27.78,96,96,0,0.0
4.18,96,96,0,0.0
35.97,96,96,0,0.0
31.11,96,96,0,0.0
34.63,96,96,0,0.0
35.11,96,96,0,0.0
32.11,96,96,0,0.0
3.87,96,96,0,0.0
1.41,96,96,0,0.0
33.57,96,96,0,0.0
28.18,96,96,0,0.0
33.85,96,96,0,0.0
10.48,96,96,0,0.0
25.13,96,96,0,0.0
27.77,96,96,0,0.0
29.39,96,96,0,0.0
33.76,96,96,0,0.0
31.41,96,96,0,0.0
31.03,96,96,0,0.0
32.61,96,96,0,0.0
36.34,96,96,0,0.0
25.18,96,96,0,0.0
38.13,96,96,0,0.0
1.48,96,96,0,0.0
19.9,96,96,0,0.0
5.88,96,96,0,0.0
18.27,96,96,0,0.0
29.53,96,96,0,0.0
39.25,96,96,0,0.0
18.88,96,96,0,0.0
8.91,96,96,0,0.0
39.49,96,96,0,0.0
33.43,96,96,0,0.0
0.01,96,96,0,0.0
9.1,95,95,0,0.0
18.45,95,95,0,0.0
31.73,95,95,0,0.0
36.62,95,95,0,0.0
27.32,95,95,0,0.0
38.92,95,95,0,0.0
31.64,95,95,0,0.0
40.31,95,95,0,0.0
36.11,95,95,0,0.0
34.69,95,95,0,0.0
4.29,95,95,0,0.0
35.13,95,95,0,0.0
32.17,95,95,0,0.0
7.69,95,95,0,0.0
29.35,95,95,0,0.0
29.64,95,95,0,0.0
7.97,95,95,0,0.0
16.68,95,95,0,0.0
30.79,95,95,0,0.0
33.39,95,95,0,0.0
38.5,95,95,0,0.0
24.01,95,95,0,0.0
24.65,95,95,0,0.0
17.14,95,95,0,0.0
35.58,95,95,0,0.0
9.41,95,95,0,0.0
36.42,95,95,0,0.0
39.1,95,95,0,0.0
32.89,95,95,0,0.0
5.9,95,95,0,0.0
37.45,95,95,0,0.0
7.15,95,95,0,0.0
42.84,95,95,0,0.0
36.07,95,95,0,0.0
37.01,95,95,0,0.0
15.63,95,95,0,0.0
38.21,95,95,0,0.0
36.24,95,95,0,0.0
10.62,95,95,0,0.0
14.85,95,95,0,0.0
0.48,95,95,0,0.0
8.23,95,95,0,0.0
33.97,95,95,0,0.0
38.6,95,95,0,0.0
28.66,95,95,0,0.0
11.31,95,95,0,0.0
36.31,95,95,0,0.0
3.31,95,95,0,0.0
32.29,95,95,0,0.0
32.74,95,95,0,0.0
34.11,95,95,0,0.0
9.86,95,95,0,0.0
2.57,95,95,0,0.0
38.37,95,95,0,0.0
31.07,95,95,0,0.0
22.21,95,95,0,0.0
34.85,95,95,0,0.0
4.09,95,95,0,0.0
15.81,95,95,0,0.0
32.27,94,94,0,0.0
10.1,94,94,0,0.0
1.72,94,94,0,0.0
4.15,94,94,0,0.0
8.66,94,94,0,0.0
3.3,94,94,0,0.0
13.44,94,94,0,0.0
30.07,94,94,0,0.0
0.55,94,94,0,0.0
34.84,94,94,0,0.0
35.8,94,94,0,0.0
27.76,94,94,0,0.0
28.45,94,94,0,0.0
32.69,94,94,0,0.0
35.32,94,94,0,0.0
20.51,94,94,0,0.0
18.36,94,94,0,0.0
14.23,94,94,0,0.0
34.05,94,94,0,0.0
33.91,94,94,0,0.0
0.24,94,94,0,0.0
35.53,94,94,0,0.0
5.62,94,94,0,0.0
5.32,94,94,0,0.0
37.35,94,94,0,0.0
40.47,94,94,0,0.0
27.34,94,94,0,0.0
37.61,94,94,0,0.0
36.25,94,94,0,0.0
30.23,94,94,0,0.0
30.46,94,94,0,0.0
8.4,94,94,0,0.0
18.12,94,94,0,0.0
36.74,94,94,0,0.0
12.52,94,94,0,0.0
31.4,94,94,0,0.0
25.5,94,94,0,0.0
21.88,94,94,0,0.0
33.31,94,94,0,0.0
1.49,94,94,0,0.0
0.31,94,94,0,0.0
9.93,94,94,0,0.0
37.56,94,94,0,0.0
37.15,94,94,0,0.0
12.7,94,94,0,0.0
22.1,94,94,0,0.0
30.17,94,94,0,0.0
10.72,94,94,0,0.0
41.45,94,94,0,0.0
36.89,94,94,0,0.0
15.07,94,94,0,0.0
0.22,94,94,0,0.0
40.86,94,94,0,0.0
1.71,94,94,0,0.0
10.5,94,94,0,0.0
31.78,94,94,0,0.0
34.44,94,94,0,0.0
36.0,94,94,0,0.0
33.36,93,93,0,0.0
29.66,93,93,0,0.0
4.23,93,93,0,0.0
11.41,93,93,0,0.0
38.88,93,93,0,0.0
31.74,93,93,0,0.0
39.26,93,93,0,0.0
2.11,93,93,0,0.0
38.69,93,93,0,0.0
19.86,93,93,0,0.0
23.71,93,93,0,0.0
30.13,93,93,0,0.0
39.51,93,93,0,0.0
36.21,93,93,0,0.0
34.64,93,93,0,0.0
2.59,93,93,0,0.0
1.61,93,93,0,0.0
16.08,93,93,0,0.0
35.51,93,93,0,0.0
26.28,93,93,0,0.0
17.39,93,93,0,0.0
27.27,93,93,0,0.0
38.18,93,93,0,0.0
0.38,93,93,0,0.0
3.07,93,93,0,0.0
7.77,93,93,0,0.0
24.41,93,93,0,0.0
41.36,93,93,0,0.0
24.27,93,93,0,0.0
33.87,93,93,0,0.0
26.3,93,93,0,0.0
33.22,93,93,0,0.0
34.23,93,93,0,0.0
5.78,93,93,0,0.0
33.68,93,93,0,0.0
33.38,93,93,0,0.0
3.32,93,93,0,0.0
23.3,93,93,0,0.0
38.16,93,93,0,0.0
39.64,93,93,0,0.0
33.13,93,93,0,0.0
4.16,93,93,0,0.0
32.48,93,93,0,0.0
32.98,93,93,0,0.0
36.53,93,93,0,0.0
0.15,93,93,0,0.0
36.87,93,93,0,0.0
38.41,93,93,0,0.0
6.74,93,93,0,0.0
34.89,93,93,0,0.0
41.29,93,93,0,0.0
39.21,93,93,0,0.0
7.95,93,93,0,0.0
16.65,93,93,0,0.0
36.3,93,93,0,0.0
35.14,93,93,0,0.0
38.93,93,93,0,0.0
1.54,93,93,0,0.0
34.37,93,93,0,0.0
4.76,93,93,0,0.0
13.59,93,93,0,0.0
6.64,93,93,0,0.0
35.55,93,93,0,0.0
39.38,93,93,0,0.0
2.82,93,93,0,0.0
34.24,93,93,0,0.0
2.22,93,93,0,0.0
31.91,93,93,0,0.0
17.75,93,93,0,0.0
21.81,93,93,0,0.0
13.72,92,92,0,0.0
32.86,92,92,0,0.0
37.29,92,92,0,0.0
32.63,92,92,0,0.0
33.26,92,92,0,0.0
40.57,92,92,0,0.0
38.25,92,92,0,0.0
38.62,92,92,0,0.0
37.26,92,92,0,0.0
6.94,92,92,0,0.0
9.27,92,92,0,0.0
29.54,92,92,0,0.0
1.26,92,92,0,0.0
37.37,92,92,0,0.0
34.18,92,92,0,0.0
7.7,92,92,0,0.0
40.82,92,92,0,0.0
28.78,92,92,0,0.0
40.58,92,92,0,0.0
25.49,92,92,0,0.0
29.33,92,92,0,0.0
24.62,92,92,0,0.0
37.28,92,92,0,0.0
38.63,92,92,0,0.0
41.53,92,92,0,0.0
36.83,92,92,0,0.0
39.57,92,92,0,0.0
36.67,92,92,0,0.0
19.56,92,92,0,0.0
35.52,92,92,0,0.0
31.76,92,92,0,0.0
29.8,92,92,0,0.0
39.59,92,92,0,0.0
5.58,92,92,0,0.0
33.72,92,92,0,0.0
33.95,92,92,0,0.0
31.28,92,92,0,0.0
39.63,92,92,0,0.0
4.07,92,92,0,0.0
0.35,92,92,0,0.0
31.38,92,92,0,0.0
39.66,92,92,0,0.0
33.77,92,92,0,0.0
35.17,92,92,0,0.0
2.23,92,92,0,0.0
26.01,92,92,0,0.0
5.91,92,92,0,0.0
40.61,92,92,0,0.0
34.49,92,92,0,0.0
29.16,92,92,0,0.0
5.31,91,91,0,0.0
33.02,91,91,0,0.0
35.89,91,91,0,0.0
37.95,91,91,0,0.0
38.48,91,91,0,0.0
40.93,91,91,0,0.0
37.12,91,91,0,0.0
31.16,91,91,0,0.0
33.3,91,91,0,0.0
34.66,91,91,0,0.0
35.98,91,91,0,0.0
1.11,91,91,0,0.0
38.33,91,91,0,0.0
34.97,91,91,0,0.0
4.24,91,91,0,0.0
35.54,91,91,0,0.0
39.9,91,91,0,0.0
8.17,91,91,0,0.0
36.16,91,91,0,0.0
38.76,91,91,0,0.0
23.02,91,91,0,0.0
12.73,91,91,0,0.0
2.51,91,91,0,0.0
38.43,91,91,0,0.0
37.2,91,91,0,0.0
40.68,91,91,0,0.0
36.23,91,91,0,0.0
43.82,91,91,0,0.0
35.1,91,91,0,0.0
30.08,91,91,0,0.0
2.73,91,91,0,0.0
27.75,91,91,0,0.0
10.51,91,91,0,0.0
1.58,91,91,0,0.0
2.68,91,91,0,0.0
17.12,91,91,0,0.0
40.88,91,91,0,0.0
20.63,91,91,0,0.0
40.35,91,91,0,0.0
19.99,91,91,0,0.0
34.86,91,91,0,0.0
32.66,91,91,0,0.0
8.09,91,91,0,0.0
7.28,91,91,0,0.0
7.98,91,91,0,0.0
39.94,91,91,0,0.0
20.05,90,90,0,0.0
41.67,90,90,0,0.0
20.93,90,90,0,0.0
34.43,90,90,0,0.0
33.33,90,90,0,0.0
0.34,90,90,0,0.0
39.0,90,90,0,0.0
35.46,90,90,0,0.0
37.92,90,90,0,0.0
11.52,90,90,0,0.0
35.94,90,90,0,0.0
22.99,90,90,0,0.0
6.07,90,90,0,0.0
37.32,90,90,0,0.0
38.46,90,90,0,0.0
17.77,90,90,0,0.0
0.53,90,90,0,0.0
36.14,90,90,0,0.0
35.63,90,90,0,0.0
37.03,90,90,0,0.0
31.35,90,90,0,0.0
0.05,90,90,0,0.0
0.32,90,90,0,0.0
38.8,90,90,0,0.0
42.25,90,90,0,0.0
36.48,90,90,0,0.0
28.99,90,90,0,0.0
37.44,90,90,0,0.0
36.95,90,90,0,0.0
39.6,90,90,0,0.0
1.75,90,90,0,0.0
16.79,90,90,0,0.0
41.68,90,90,0,0.0
42.19,90,90,0,0.0
38.9,90,90,0,0.0
33.9,90,90,0,0.0
38.24,90,90,0,0.0
36.86,90,90,0,0.0
37.3,90,90,0,0.0
38.84,90,90,0,0.0
11.15,90,90,0,0.0
33.65,90,90,0,0.0
36.63,90,90,0,0.0
40.32,90,90,0,0.0
37.78,90,90,0,0.0
40.46,90,90,0,0.0
36.73,90,90,0,0.0
35.71,90,90,0,0.0
35.72,89,89,0,0.0
21.17,89,89,0,0.0
36.68,89,89,0,0.0
38.32,89,89,0,0.0
39.11,89,89,0,0.0
38.89,89,89,0,0.0
33.32,89,89,0,0.0
34.5,89,89,0,0.0
28.74,89,89,0,0.0
32.88,89,89,0,0.0
39.83,89,89,0,0.0
33.81,89,89,0,0.0
36.49,89,89,0,0.0
35.12,89,89,0,0.0
10.36,89,89,0,0.0
13.54,89,89,0,0.0
0.12,89,89,0,0.0
35.25,89,89,0,0.0
38.49,89,89,0,0.0
2.52,89,89,0,0.0
32.42,89,89,0,0.0
27.89,89,89,0,0.0
41.13,89,89,0,0.0
15.36,89,89,0,0.0
36.36,89,89,0,0.0
5.43,89,89,0,0.0
39.95,89,89,0,0.0
33.64,89,89,0,0.0
39.18,89,89,0,0.0
34.36,89,89,0,0.0
31.25,89,89,0,0.0
10.14,89,89,0,0.0
13.52,89,89,0,0.0
38.61,89,89,0,0.0
12.68,89,89,0,0.0
36.54,89,89,0,0.0
39.09,89,89,0,0.0
18.13,89,89,0,0.0
2.86,89,89,0,0.0
37.0,89,89,0,0.0
39.62,89,89,0,0.0
37.25,88,88,0,0.0
4.02,88,88,0,0.0
26.04,88,88,0,0.0
4.0,88,88,0,0.0
36.52,88,88,0,0.0
36.37,88,88,0,0.0
38.44,88,88,0,0.0
39.75,88,88,0,0.0
37.39,88,88,0,0.0
42.34,88,88,0,0.0
14.82,88,88,0,0.0
35.27,88,88,0,0.0
34.35,88,88,0,0.0
37.76,88,88,0,0.0
6.75,88,88,0,0.0
36.85,88,88,0,0.0
31.18,88,88,0,0.0
35.48,88,88,0,0.0
2.84,88,88,0,0.0
3.33,88,88,0,0.0
37.57,88,88,0,0.0
35.09,88,88,0,0.0
38.87,88,88,0,0.0
29.79,88,88,0,0.0
35.31,88,88,0,0.0
3.88,88,88,0,0.0
39.93,88,88,0,0.0
40.04,88,88,0,0.0
34.55,88,88,0,0.0
38.28,88,88,0,0.0
19.22,88,88,0,0.0
39.39,88,88,0,0.0
41.73,88,88,0,0.0
39.99,88,88,0,0.0
36.78,88,88,0,0.0
38.47,88,88,0,0.0
0.27,88,88,0,0.0
17.82,88,88,0,0.0
39.4,88,88,0,0.0
30.87,88,88,0,0.0
35.07,88,88,0,0.0
35.49,88,88,0,0.0
46.33,88,88,0,0.0
36.08,88,88,0,0.0
13.82,88,88,0,0.0
34.94,88,88,0,0.0
29.62,88,88,0,0.0
4.73,88,88,0,0.0
7.47,88,88,0,0.0
43.78,87,87,0,0.0
38.38,87,87,0,0.0
30.98,87,87,0,0.0
32.55,87,87,0,0.0
11.48,87,87,0,0.0
37.64,87,87,0,0.0
5.4,87,87,0,0.0
1.46,87,87,0,0.0
39.19,87,87,0,0.0
3.67,87,87,0,0.0
38.83,87,87,0,0.0
33.01,87,87,0,0.0
41.94,87,87,0,0.0
29.97,87,87,0,0.0
37.42,87,87,0,0.0
33.69,87,87,0,0.0
31.56,87,87,0,0.0
39.03,87,87,0,0.0
38.52,87,87,0,0.0
36.06,87,87,0,0.0
37.18,87,87,0,0.0
30.99,87,87,0,0.0
31.24,87,87,0,0.0
2.8,87,87,0,0.0
35.44,87,87,0,0.0
41.39,87,87,0,0.0
31.62,87,87,0,0.0
3.6,87,87,0,0.0
40.2,87,87,0,0.0
32.52,87,87,0,0.0
36.39,87,87,0,0.0
5.98,87,87,0,0.0
7.12,87,87,0,0.0
34.74,87,87,0,0.0
40.37,87,87,0,0.0
31.09,87,87,0,0.0
38.39,87,87,0,0.0
40.96,87,87,0,0.0
37.47,87,87,0,0.0
40.22,87,87,0,0.0
35.24,87,87,0,0.0
34.46,87,87,0,0.0
41.64,87,87,0,0.0
32.23,87,87,0,0.0
37.89,87,87,0,0.0
31.37,87,87,0,0.0
34.29,87,87,0,0.0
35.81,87,87,0,0.0
33.35,87,87,0,0.0
41.41,87,87,0,0.0
34.71,87,87,0,0.0
35.4,86,86,0,0.0
37.43,86,86,0,0.0
43.33,86,86,0,0.0
39.42,86,86,0,0.0
35.95,86,86,0,0.0
39.34,86,86,0,0.0
36.93,86,86,0,0.0
30.66,86,86,0,0.0
42.53,86,86,0,0.0
44.52,86,86,0,0.0
40.4,86,86,0,0.0
37.27,86,86,0,0.0
1.07,86,86,0,0.0
40.23,86,86,0,0.0
32.94,86,86,0,0.0
40.54,86,86,0,0.0
0.21,86,86,0,0.0
39.07,86,86,0,0.0
35.6,86,86,0,0.0
36.64,86,86,0,0.0
40.59,86,86,0,0.0
40.11,86,86,0,0.0
38.27,86,86,0,0.0
41.57,86,86,0,0.0
6.4,86,86,0,0.0
35.9,86,86,0,0.0
43.39,86,86,0,0.0
40.34,86,86,0,0.0
34.47,86,86,0,0.0
40.44,86,86,0,0.0
10.12,86,86,0,0.0
31.77,86,86,0,0.0
12.45,86,86,0,0.0
34.42,86,86,0,0.0
37.14,86,86,0,0.0
12.24,86,86,0,0.0
33.45,86,86,0,0.0
35.88,86,86,0,0.0
14.69,86,86,0,0.0
1.56,86,86,0,0.0
42.22,86,86,0,0.0
36.13,86,86,0,0.0
38.35,86,86,0,0.0
37.7,86,86,0,0.0
36.19,86,86,0,0.0
42.06,86,86,0,0.0
34.4,86,86,0,0.0
32.54,86,86,0,0.0
38.98,86,86,0,0.0
36.15,85,85,0,0.0
43.75,85,85,0,0.0
38.78,85,85,0,0.0
40.66,85,85,0,0.0
41.78,85,85,0,0.0
39.2,85,85,0,0.0
44.65,85,85,0,0.0
33.08,85,85,0,0.0
39.37,85,85,0,0.0
44.19,85,85,0,0.0
42.15,85,85,0,0.0
33.63,85,85,0,0.0
37.81,85,85,0,0.0
40.98,85,85,0,0.0
41.95,85,85,0,0.0
42.21,85,85,0,0.0
37.33,85,85,0,0.0
36.58,85,85,0,0.0
38.82,85,85,0,0.0
3.04,85,85,0,0.0
34.09,85,85,0,0.0
38.72,85,85,0,0.0
40.73,85,85,0,0.0
37.88,85,85,0,0.0
35.92,85,85,0,0.0
40.25,84,84,0,0.0
40.87,84,84,0,0.0
40.06,84,84,0,0.0
37.05,84,84,0,0.0
8.36,84,84,0,0.0
32.99,84,84,0,0.0
37.11,84,84,0,0.0
40.43,84,84,0,0.0
17.64,84,84,0,0.0
41.5,84,84,0,0.0
38.17,84,84,0,0.0
39.44,84,84,0,0.0
41.22,84,84,0,0.0
45.71,84,84,0,0.0
41.58,84,84,0,0.0
34.13,84,84,0,0.0
38.86,84,84,0,0.0
39.3,84,84,0,0.0
39.69,84,84,0,0.0
40.24,84,84,0,0.0
9.06,84,84,0,0.0
44.61,84,84,0,0.0
32.83,84,84,0,0.0
34.57,84,84,0,0.0
16.39,84,84,0,0.0
41.37,84,84,0,0.0
33.83,84,84,0,0.0
40.19,84,84,0,0.0
37.85,84,84,0,0.0
3.52,84,84,0,0.0
43.48,84,84,0,0.0
34.91,84,84,0,0.0
37.5,84,84,0,0.0
34.8,84,84,0,0.0
38.4,84,84,0,0.0
27.33,84,84,0,0.0
37.72,84,84,0,0.0
41.25,84,84,0,0.0
44.43,84,84,0,0.0
36.03,83,83,0,0.0
41.12,83,83,0,0.0
40.38,83,83,0,0.0
4.82,83,83,0,0.0
43.17,83,83,0,0.0
44.87,83,83,0,0.0
36.35,83,83,0,0.0
42.66,83,83,0,0.0
39.27,83,83,0,0.0
40.21,83,83,0,0.0
39.29,83,83,0,0.0
41.85,83,83,0,0.0
34.59,83,83,0,0.0
36.45,83,83,0,0.0
35.03,83,83,0,0.0
38.19,83,83,0,0.0
37.46,83,83,0,0.0
40.84,83,83,0,0.0
41.72,82,82,0,0.0
35.84,82,82,0,0.0
40.99,82,82,0,0.0
37.97,82,82,0,0.0
31.81,82,82,0,0.0
37.75,82,82,0,0.0
44.05,82,82,0,0.0
33.99,82,82,0,0.0
44.02,82,82,0,0.0
42.56,82,82,0,0.0
35.08,82,82,0,0.0
36.09,82,82,0,0.0
33.23,82,82,0,0.0
39.72,82,82,0,0.0
40.9,82,82,0,0.0
38.02,82,82,0,0.0
39.97,82,82,0,0.0
30.09,82,82,0,0.0
39.77,82,82,0,0.0
44.54,82,82,0,0.0
37.77,82,82,0,0.0
44.78,82,82,0,0.0
37.69,82,82,0,0.0
39.08,82,82,0,0.0
30.84,82,82,0,0.0
44.53,82,82,0,0.0
15.93,82,82,0,0.0
3.38,82,82,0,0.0
37.73,81,81,0,0.0
45.9,81,81,0,0.0
41.97,81,81,0,0.0
43.41,81,81,0,0.0
39.14,81,81,0,0.0
43.73,81,81,0,0.0
45.84,81,81,0,0.0
22.52,81,81,0,0.0
31.63,81,81,0,0.0
40.18,81,81,0,0.0
41.86,81,81,0,0.0
36.33,81,81,0,0.0
37.74,81,81,0,0.0
43.94,81,81,0,0.0
39.02,81,81,0,0.0
38.3,81,81,0,0.0
38.22,81,81,0,0.0
33.88,81,81,0,0.0
37.51,81,81,0,0.0
37.98,81,81,0,0.0
36.38,81,81,0,0.0
43.6,81,81,0,0.0
40.0,81,81,0,0.0
39.35,81,81,0,0.0
38.42,81,81,0,0.0
44.34,81,81,0,0.0
40.01,81,81,0,0.0
37.22,81,81,0,0.0
38.14,81,81,0,0.0
40.53,81,81,0,0.0
35.93,81,81,0,0.0
44.11,81,81,0,0.0
43.4,81,81,0,0.0
42.12,81,81,0,0.0
44.46,81,81,0,0.0
35.75,81,81,0,0.0
38.65,81,81,0,0.0
36.55,80,80,0,0.0
38.26,80,80,0,0.0
45.0,80,80,0,0.0
37.83,80,80,0,0.0
42.74,80,80,0,0.0
40.7,80,80,0,0.0
43.57,80,80,0,0.0
45.08,80,80,0,0.0
37.07,80,80,0,0.0
42.81,80,80,0,0.0
41.66,80,80,0,0.0
43.66,80,80,0,0.0
35.43,80,80,0,0.0
40.02,80,80,0,0.0
41.88,80,80,0,0.0
46.97,80,80,0,0.0
38.81,80,80,0,0.0
33.2,80,80,0,0.0
40.56,80,80,0,0.0
43.02,80,80,0,0.0
4.34,80,80,0,0.0
43.0,80,80,0,0.0
43.28,80,80,0,0.0
37.02,80,80,0,0.0
39.61,80,80,0,0.0
33.1,80,80,0,0.0
40.74,80,80,0,0.0
37.17,80,80,0,0.0
38.01,80,80,0,0.0
36.77,80,80,0,0.0
41.76,80,80,0,0.0
38.04,80,80,0,0.0
42.6,80,80,0,0.0
38.15,80,80,0,0.0
46.42,80,80,0,0.0
42.91,80,80,0,0.0
41.33,79,79,0,0.0
44.77,79,79,0,0.0
42.4,79,79,0,0.0
44.1,79,79,0,0.0
42.7,79,79,0,0.0
41.31,79,79,0,0.0
36.1,79,79,0,0.0
43.34,79,79,0,0.0
43.37,79,79,0,0.0
43.81,79,79,0,0.0
42.93,79,79,0,0.0
41.81,79,79,0,0.0
38.12,79,79,0,0.0
39.84,79,79,0,0.0
33.15,79,79,0,0.0
41.43,79,79,0,0.0
41.38,79,79,0,0.0
46.13,79,79,0,0.0
35.82,79,79,0,0.0
45.02,79,79,0,0.0
34.53,79,79,0,0.0
39.8,79,79,0,0.0
34.76,79,79,0,0.0
42.09,79,79,0,0.0
42.17,79,79,0,0.0
41.07,79,79,0,0.0
38.34,79,79,0,0.0
39.88,79,79,0,0.0
41.51,79,79,0,0.0
35.22,79,79,0,0.0
43.53,79,79,0,0.0
45.62,79,79,0,0.0
40.78,79,79,0,0.0
40.27,79,79,0,0.0
42.85,79,79,0,0.0
37.94,79,79,0,0.0
42.72,79,79,0,0.0
40.14,79,79,0,0.0
43.49,79,79,0,0.0
44.5,78,78,0,0.0
41.79,78,78,0,0.0
46.01,78,78,0,0.0
37.59,78,78,0,0.0
41.62,78,78,0,0.0
42.57,78,78,0,0.0
43.62,78,78,0,0.0
39.48,78,78,0,0.0
37.87,78,78,0,0.0
45.12,78,78,0,0.0
32.72,78,78,0,0.0
38.29,78,78,0,0.0
40.49,78,78,0,0.0
41.65,78,78,0,0.0
42.04,78,78,0,0.0
41.63,78,78,0,0.0
43.95,78,78,0,0.0
42.65,78,78,0,0.0
46.54,78,78,0,0.0
36.28,78,78,0,0.0
40.28,78,78,0,0.0
37.23,78,78,0,0.0
42.5,78,78,0,0.0
43.68,78,78,0,0.0
39.89,78,78,0,0.0
40.95,78,78,0,0.0
42.43,78,78,0,0.0
42.29,78,78,0,0.0
42.45,78,78,0,0.0
44.98,78,78,0,0.0
14.53,78,78,0,0.0
38.7,78,78,0,0.0
43.1,78,78,0,0.0
41.47,78,78,0,0.0
36.29,78,78,0,0.0
39.05,78,78,0,0.0
42.69,77,77,0,0.0
43.42,77,77,0,0.0
38.74,77,77,0,0.0
42.0,77,77,0,0.0
45.47,77,77,0,0.0
43.36,77,77,0,0.0
38.0,77,77,0,0.0
41.26,77,77,0,0.0
41.05,77,77,0,0.0
44.56,77,77,0,0.0
42.13,77,77,0,0.0
39.76,77,77,0,0.0
37.31,77,77,0,0.0
43.86,77,77,0,0.0
44.2,77,77,0,0.0
43.09,77,77,0,0.0
39.45,77,77,0,0.0
42.51,77,77,0,0.0
42.94,77,77,0,0.0
44.16,77,77,0,0.0
39.87,77,77,0,0.0
40.17,77,77,0,0.0
40.76,77,77,0,0.0
42.07,77,77,0,0.0
41.15,77,77,0,0.0
36.98,77,77,0,0.0
45.64,77,77,0,0.0
39.43,77,77,0,0.0
42.54,77,77,0,0.0
40.65,77,77,0,0.0
41.04,77,77,0,0.0
43.8,77,77,0,0.0
45.89,77,77,0,0.0
36.4,77,77,0,0.0
35.77,77,77,0,0.0
36.88,76,76,0,0.0
36.41,76,76,0,0.0
46.29,76,76,0,0.0
44.27,76,76,0,0.0
40.48,76,76,0,0.0
38.36,76,76,0,0.0
46.94,76,76,0,0.0
40.91,76,76,0,0.0
47.76,76,76,0,0.0
42.28,76,76,0,0.0
44.55,76,76,0,0.0
40.07,76,76,0,0.0
38.06,76,76,0,0.0
41.74,76,76,0,0.0
41.61,76,76,0,0.0
36.2,76,76,0,0.0
43.08,76,76,0,0.0
3.74,76,76,0,0.0
46.91,76,76,0,0.0
40.94,76,76,0,0.0
46.06,76,76,0,0.0
44.38,76,76,0,0.0
44.35,76,76,0,0.0
41.16,76,76,0,0.0
42.2,76,76,0,0.0
37.93,76,76,0,0.0
34.67,76,76,0,0.0
43.87,76,76,0,0.0
41.75,76,76,0,0.0
49.22,76,76,0,0.0
39.13,76,76,0,0.0
39.36,76,76,0,0.0
42.42,76,76,0,0.0
44.63,76,76,0,0.0
42.39,76,76,0,0.0
37.6,76,76,0,0.0
39.68,75,75,0,0.0
44.39,75,75,0,0.0
38.58,75,75,0,0.0
39.67,75,75,0,0.0
42.78,75,75,0,0.0
41.2,75,75,0,0.0
38.97,75,75,0,0.0
45.53,75,75,0,0.0
48.72,75,75,0,0.0
46.11,75,75,0,0.0
47.06,75,75,0,0.0
42.23,75,75,0,0.0
46.17,75,75,0,0.0
41.84,75,75,0,0.0
42.46,75,75,0,0.0
42.02,75,75,0,0.0
43.18,75,75,0,0.0
44.62,75,75,0,0.0
44.83,75,75,0,0.0
41.01,75,75,0,0.0
39.65,75,75,0,0.0
42.79,75,75,0,0.0
38.59,75,75,0,0.0
36.99,75,75,0,0.0
35.96,75,75,0,0.0
49.84,75,75,0,0.0
35.68,75,75,0,0.0
46.04,75,75,0,0.0
39.5,75,75,0,0.0
45.06,75,75,0,0.0
41.02,75,75,0,0.0
41.69,75,75,0,0.0
46.49,75,75,0,0.0
48.16,75,75,0,0.0
44.97,75,75,0,0.0
44.69,74,74,0,0.0
39.78,74,74,0,0.0
43.59,74,74,0,0.0
36.72,74,74,0,0.0
38.85,74,74,0,0.0
40.51,74,74,0,0.0
41.7,74,74,0,0.0
42.87,74,74,0,0.0
44.6,74,74,0,0.0
41.14,74,74,0,0.0
47.04,74,74,0,0.0
48.71,74,74,0,0.0
39.79,74,74,0,0.0
46.05,74,74,0,0.0
40.81,74,74,0,0.0
43.38,74,74,0,0.0
45.87,74,74,0,0.0
44.29,74,74,0,0.0
41.27,74,74,0,0.0
37.48,74,74,0,0.0
47.49,74,74,0,0.0
44.7,74,74,0,0.0
45.37,74,74,0,0.0
38.1,74,74,0,0.0
40.26,74,74,0,0.0
42.32,74,74,0,0.0
