customer,#total,#benign,#fraud,%fraud
'C161101673',165,164,1,0.6060606060606061
'C1296664552',165,164,1,0.6060606060606061
'C1735726583',165,164,1,0.6060606060606061
'C848308923',165,164,1,0.6060606060606061
'C612045723',165,164,1,0.6060606060606061
'C987620594',165,164,1,0.6060606060606061
'C842993265',165,164,1,0.6060606060606061
'C133401060',165,164,1,0.6060606060606061
'C1703319891',165,164,1,0.6060606060606061
'C186469824',166,165,1,0.6024096385542169
'C678683295',166,165,1,0.6024096385542169
'C232517457',166,165,1,0.6024096385542169
'C819131219',166,165,1,0.6024096385542169
'C1010936270',166,165,1,0.6024096385542169
'C965952231',167,166,1,0.5988023952095809
'C841616397',167,166,1,0.5988023952095809
'C913863966',167,166,1,0.5988023952095809
'C326815335',167,166,1,0.5988023952095809
'C970704037',167,166,1,0.5988023952095809
'C1153569753',167,166,1,0.5988023952095809
'C856674856',168,167,1,0.5952380952380952
'C612005121',168,167,1,0.5952380952380952
'C1788358708',168,167,1,0.5952380952380952
'C1354799046',168,167,1,0.5952380952380952
'C1445931696',168,167,1,0.5952380952380952
'C204633978',168,167,1,0.5952380952380952
'C1969886762',168,167,1,0.5952380952380952
'C1332125345',168,167,1,0.5952380952380952
'C990997956',168,167,1,0.5952380952380952
'C123623130',168,167,1,0.5952380952380952
'C402994775',168,167,1,0.5952380952380952
'C2132932756',168,167,1,0.5952380952380952
'C777863522',168,167,1,0.5952380952380952
'C1807259356',169,168,1,0.591715976331361
'C1821582093',169,168,1,0.591715976331361
'C653835530',169,168,1,0.591715976331361
'C1382480007',169,168,1,0.591715976331361
'C1194320883',169,168,1,0.591715976331361
'C883419967',169,168,1,0.591715976331361
'C430171917',169,168,1,0.591715976331361
'C1276892406',170,169,1,0.5882352941176471
'C862785719',170,169,1,0.5882352941176471
'C1359606474',170,169,1,0.5882352941176471
'C261398093',170,169,1,0.5882352941176471
'C1541224095',170,169,1,0.5882352941176471
'C961515074',170,169,1,0.5882352941176471
'C256310721',170,169,1,0.5882352941176471
'C73919470',170,169,1,0.5882352941176471
'C2062869828',170,169,1,0.5882352941176471
'C276623362',170,169,1,0.5882352941176471
'C409740988',170,169,1,0.5882352941176471
'C310220915',170,169,1,0.5882352941176471
'C128812892',170,169,1,0.5882352941176471
'C509860014',170,169,1,0.5882352941176471
'C1765886577',170,169,1,0.5882352941176471
'C1272188168',171,170,1,0.5847953216374269
'C460167545',171,170,1,0.5847953216374269
'C1051356798',171,170,1,0.5847953216374269
'C75278863',171,170,1,0.5847953216374269
'C1040303644',171,170,1,0.5847953216374269
'C190398591',171,170,1,0.5847953216374269
'C386332652',171,170,1,0.5847953216374269
'C639532055',171,170,1,0.5847953216374269
'C507831273',171,170,1,0.5847953216374269
'C2129964241',171,170,1,0.5847953216374269
'C1679430600',171,170,1,0.5847953216374269
'C1871594117',172,171,1,0.5813953488372093
'C1890250226',172,171,1,0.5813953488372093
'C1076053396',172,171,1,0.5813953488372093
'C1693925346',172,171,1,0.5813953488372093
'C1037161656',172,171,1,0.5813953488372093
'C1874220848',172,171,1,0.5813953488372093
'C1175419672',172,171,1,0.5813953488372093
'C1030484150',172,171,1,0.5813953488372093
'C1129737137',172,171,1,0.5813953488372093
'C125481968',172,171,1,0.5813953488372093
'C102010508',172,171,1,0.5813953488372093
'C602544155',172,171,1,0.5813953488372093
'C707755349',172,171,1,0.5813953488372093
'C337165520',172,171,1,0.5813953488372093
'C996804095',173,172,1,0.5780346820809248
'C72353846',173,172,1,0.5780346820809248
'C183270065',173,172,1,0.5780346820809248
'C2005671734',173,172,1,0.5780346820809248
'C2059136665',173,172,1,0.5780346820809248
'C1059874896',173,172,1,0.5780346820809248
'C1922157108',173,172,1,0.5780346820809248
'C190128751',173,172,1,0.5780346820809248
'C1921196241',173,172,1,0.5780346820809248
'C1038879380',173,172,1,0.5780346820809248
'C606861698',173,172,1,0.5780346820809248
'C173276320',174,173,1,0.5747126436781609
'C299858046',174,173,1,0.5747126436781609
'C437189630',174,173,1,0.5747126436781609
'C1897689911',174,173,1,0.5747126436781609
'C731767226',174,173,1,0.5747126436781609
'C1872660217',174,173,1,0.5747126436781609
'C605522883',174,173,1,0.5747126436781609
'C763253161',174,173,1,0.5747126436781609
'C251449240',174,173,1,0.5747126436781609
'C630871084',174,173,1,0.5747126436781609
'C1821681988',174,173,1,0.5747126436781609
'C812882942',175,174,1,0.5714285714285714
'C2112563194',175,174,1,0.5714285714285714
'C742560751',175,174,1,0.5714285714285714
'C133432771',175,174,1,0.5714285714285714
'C1530262146',175,174,1,0.5714285714285714
'C269960003',175,174,1,0.5714285714285714
'C765155274',176,175,1,0.5681818181818182
'C956700475',176,175,1,0.5681818181818182
'C723171448',176,175,1,0.5681818181818182
'C1597289593',176,175,1,0.5681818181818182
'C576453501',176,175,1,0.5681818181818182
'C122290547',176,175,1,0.5681818181818182
'C118836015',176,175,1,0.5681818181818182
'C1740186506',176,175,1,0.5681818181818182
'C115603187',177,176,1,0.5649717514124294
'C1255643141',177,176,1,0.5649717514124294
'C370861553',178,177,1,0.5617977528089888
'C281474709',178,177,1,0.5617977528089888
'C2084449024',179,178,1,0.5586592178770949
'C1387070447',179,178,1,0.5586592178770949
'C544997662',179,178,1,0.5586592178770949
'C1264836741',180,179,1,0.5555555555555556
'C1056476734',180,179,1,0.5555555555555556
'C161678291',180,179,1,0.5555555555555556
'C159913055',182,181,1,0.5494505494505495
'C886658445',182,181,1,0.5494505494505495
'C1307916597',183,182,1,0.546448087431694
'C951689990',184,183,1,0.5434782608695652
'C1882101149',184,183,1,0.5434782608695652
'C44857022',184,183,1,0.5434782608695652
'C2120296918',187,186,1,0.53475935828877
'C980876590',189,189,0,0.0
'C582688427',188,188,0,0.0
'C1090528803',188,188,0,0.0
'C2125787399',188,188,0,0.0
'C359363895',188,188,0,0.0
'C822689044',187,187,0,0.0
'C1660043980',186,186,0,0.0
'C1872482068',185,185,0,0.0
'C924804429',185,185,0,0.0
'C1953142190',185,185,0,0.0
'C566598245',185,185,0,0.0
'C1569939854',184,184,0,0.0
'C369046885',184,184,0,0.0
'C90085212',184,184,0,0.0
'C461669469',184,184,0,0.0
'C1155962240',184,184,0,0.0
'C864725258',184,184,0,0.0
'C1999699557',184,184,0,0.0
'C941334726',184,184,0,0.0
'C1141582476',184,184,0,0.0
'C1753498738',184,184,0,0.0
'C574289698',184,184,0,0.0
'C894687005',184,184,0,0.0
'C332727422',184,184,0,0.0
'C477595630',183,183,0,0.0
'C1632932485',183,183,0,0.0
'C814878326',183,183,0,0.0
'C251630036',183,183,0,0.0
'C1415168453',183,183,0,0.0
'C1299368401',183,183,0,0.0
'C272752096',183,183,0,0.0
'C1902837467',183,183,0,0.0
'C2104185147',183,183,0,0.0
'C1456851744',183,183,0,0.0
'C671524709',182,182,0,0.0
'C1549232957',182,182,0,0.0
'C1532733169',182,182,0,0.0
'C1304285526',182,182,0,0.0
'C460218551',182,182,0,0.0
'C106397937',182,182,0,0.0
'C976209265',182,182,0,0.0
'C695108722',182,182,0,0.0
'C1881279773',182,182,0,0.0
'C1883823119',182,182,0,0.0
'C481108455',182,182,0,0.0
'C1028143403',182,182,0,0.0
'C1421006824',182,182,0,0.0
'C470079617',182,182,0,0.0
'C1415453492',182,182,0,0.0
'C347453747',182,182,0,0.0
'C222098023',182,182,0,0.0
'C2048375146',182,182,0,0.0
'C1700159150',182,182,0,0.0
'C391642320',182,182,0,0.0
'C148765233',182,182,0,0.0
'C333484923',182,182,0,0.0
'C1438489717',182,182,0,0.0
'C1542345868',182,182,0,0.0
'C559952121',182,182,0,0.0
'C1267749701',182,182,0,0.0
'C207576555',181,181,0,0.0
'C524644424',181,181,0,0.0
'C1854104284',181,181,0,0.0
'C292682242',181,181,0,0.0
'C1269635185',181,181,0,0.0
'C910969605',181,181,0,0.0
'C280778280',181,181,0,0.0
'C114388565',181,181,0,0.0
'C830078297',181,181,0,0.0
'C1645276019',181,181,0,0.0
'C1973547259',181,181,0,0.0
'C99594781',181,181,0,0.0
'C1264224372',181,181,0,0.0
'C1542180842',181,181,0,0.0
'C2082605784',181,181,0,0.0
'C285984841',181,181,0,0.0
'C1732307957',181,181,0,0.0
'C341886098',181,181,0,0.0
'C1504341710',181,181,0,0.0
'C228882909',181,181,0,0.0
'C526384621',181,181,0,0.0
'C914243510',181,181,0,0.0
'C1644158733',181,181,0,0.0
'C1263461120',181,181,0,0.0
'C1996918734',181,181,0,0.0
'C1820855004',180,180,0,0.0
'C672742304',180,180,0,0.0
'C426128777',180,180,0,0.0
'C1229072215',180,180,0,0.0
'C602096181',180,180,0,0.0
'C1867965524',180,180,0,0.0
'C1782998558',180,180,0,0.0
'C494777408',180,180,0,0.0
'C483009385',180,180,0,0.0
'C1740004679',180,180,0,0.0
'C735039923',180,180,0,0.0
'C1156885344',180,180,0,0.0
'C2095429384',180,180,0,0.0
'C631654729',180,180,0,0.0
'C636259913',180,180,0,0.0
'C1209363182',180,180,0,0.0
'C1090046399',180,180,0,0.0
'C12662072',180,180,0,0.0
'C1525581466',180,180,0,0.0
'C1734287915',180,180,0,0.0
'C1942983218',180,180,0,0.0
'C41461366',180,180,0,0.0
'C149698808',180,180,0,0.0
'C1767103563',180,180,0,0.0
'C2117552812',180,180,0,0.0
'C152830802',180,180,0,0.0
'C1255149927',180,180,0,0.0
'C290140685',180,180,0,0.0
'C2075699398',180,180,0,0.0
'C500992269',180,180,0,0.0
'C1152356495',180,180,0,0.0
'C318818410',180,180,0,0.0
'C1496334304',180,180,0,0.0
'C984099618',180,180,0,0.0
'C1791559714',180,180,0,0.0
'C1507237884',180,180,0,0.0
'C1101722853',180,180,0,0.0
'C1928637369',180,180,0,0.0
'C477542874',180,180,0,0.0
'C2084267589',180,180,0,0.0
'C267009229',180,180,0,0.0
'C82079505',180,180,0,0.0
'C855112247',180,180,0,0.0
'C1129265408',180,180,0,0.0
'C1411169363',180,180,0,0.0
'C1966686053',180,180,0,0.0
'C870367228',179,179,0,0.0
'C779868884',179,179,0,0.0
'C673469784',179,179,0,0.0
'C1004300450',179,179,0,0.0
'C359698649',179,179,0,0.0
'C1667929755',179,179,0,0.0
'C138375181',179,179,0,0.0
'C139784508',179,179,0,0.0
'C1615671416',179,179,0,0.0
'C395508103',179,179,0,0.0
'C1415998962',179,179,0,0.0
'C213197624',179,179,0,0.0
'C196806031',179,179,0,0.0
'C479535332',179,179,0,0.0
'C1446511647',179,179,0,0.0
'C1558014544',179,179,0,0.0
'C1309027409',179,179,0,0.0
'C735563623',179,179,0,0.0
'C1503504810',179,179,0,0.0
'C487243829',179,179,0,0.0
'C1903005844',179,179,0,0.0
'C880625364',179,179,0,0.0
'C2035771335',179,179,0,0.0
'C771207119',179,179,0,0.0
'C2055009466',179,179,0,0.0
'C914000857',179,179,0,0.0
'C697242067',179,179,0,0.0
'C1421601814',179,179,0,0.0
'C272471718',179,179,0,0.0
'C1626806996',179,179,0,0.0
'C1031698099',179,179,0,0.0
'C299357678',179,179,0,0.0
'C2090486181',179,179,0,0.0
'C1538635916',179,179,0,0.0
'C1333661820',179,179,0,0.0
'C1776310825',179,179,0,0.0
'C17059521',179,179,0,0.0
'C1960353164',179,179,0,0.0
'C109634232',179,179,0,0.0
'C416655198',179,179,0,0.0
'C778323844',179,179,0,0.0
'C951702775',179,179,0,0.0
'C363029037',179,179,0,0.0
'C902837455',179,179,0,0.0
'C774836418',179,179,0,0.0
'C1784755412',179,179,0,0.0
'C1998442183',179,179,0,0.0
'C1045214627',179,179,0,0.0
'C1083375349',179,179,0,0.0
'C776775180',179,179,0,0.0
'C1779394537',179,179,0,0.0
'C1166355595',178,178,0,0.0
'C1161949399',178,178,0,0.0
'C476477241',178,178,0,0.0
'C13098029',178,178,0,0.0
'C2092526272',178,178,0,0.0
'C1815496848',178,178,0,0.0
'C395508885',178,178,0,0.0
'C108794529',178,178,0,0.0
'C936853935',178,178,0,0.0
'C956414645',178,178,0,0.0
'C324333692',178,178,0,0.0
'C1784864427',178,178,0,0.0
'C918296398',178,178,0,0.0
'C1081944543',178,178,0,0.0
'C75208519',178,178,0,0.0
'C885208928',178,178,0,0.0
'C1681589600',178,178,0,0.0
'C331622323',178,178,0,0.0
'C1005126300',178,178,0,0.0
'C782199851',178,178,0,0.0
'C490558731',178,178,0,0.0
'C1828345671',178,178,0,0.0
'C509362814',178,178,0,0.0
'C1594422820',178,178,0,0.0
'C2023751717',178,178,0,0.0
'C464042268',178,178,0,0.0
'C1476491893',178,178,0,0.0
'C1680323951',178,178,0,0.0
'C2063574289',178,178,0,0.0
'C1876476635',178,178,0,0.0
'C1962137244',178,178,0,0.0
'C858011639',178,178,0,0.0
'C220904895',178,178,0,0.0
'C35785606',178,178,0,0.0
'C59912595',178,178,0,0.0
'C1283534588',178,178,0,0.0
'C1254064510',178,178,0,0.0
'C944634193',178,178,0,0.0
'C647327489',178,178,0,0.0
'C297347471',178,178,0,0.0
'C1687903356',178,178,0,0.0
'C1141481813',178,178,0,0.0
'C76780537',178,178,0,0.0
'C1708732499',178,178,0,0.0
'C235397460',178,178,0,0.0
'C371396143',178,178,0,0.0
'C2060968828',178,178,0,0.0
'C1940215857',178,178,0,0.0
'C1717543260',178,178,0,0.0
'C911139709',178,178,0,0.0
'C1908894965',178,178,0,0.0
'C1087747329',178,178,0,0.0
'C323912860',178,178,0,0.0
'C750572020',178,178,0,0.0
'C114981535',178,178,0,0.0
'C249907687',178,178,0,0.0
'C328208842',178,178,0,0.0
'C1529774854',178,178,0,0.0
'C764048448',178,178,0,0.0
'C1928450094',178,178,0,0.0
'C15777324',178,178,0,0.0
'C1729635847',178,178,0,0.0
'C1936493073',178,178,0,0.0
'C825739161',178,178,0,0.0
'C1718318682',178,178,0,0.0
'C1698085181',178,178,0,0.0
'C524663308',178,178,0,0.0
'C2030175121',178,178,0,0.0
'C1440755608',178,178,0,0.0
'C1792734476',178,178,0,0.0
'C868061193',178,178,0,0.0
'C1014010834',178,178,0,0.0
'C1233238493',178,178,0,0.0
'C1605642067',178,178,0,0.0
'C2075898645',178,178,0,0.0
'C1786430014',178,178,0,0.0
'C2061535111',178,178,0,0.0
'C638838388',178,178,0,0.0
'C1508373758',178,178,0,0.0
'C1240209240',178,178,0,0.0
'C362654279',178,178,0,0.0
'C1151799720',178,178,0,0.0
'C998987490',177,177,0,0.0
'C345742557',177,177,0,0.0
'C281893917',177,177,0,0.0
'C2039473569',177,177,0,0.0
'C1206604144',177,177,0,0.0
'C1939799337',177,177,0,0.0
'C1445784416',177,177,0,0.0
'C1956819896',177,177,0,0.0
'C1732752834',177,177,0,0.0
'C1128349548',177,177,0,0.0
'C417912401',177,177,0,0.0
'C1390331883',177,177,0,0.0
'C1459624061',177,177,0,0.0
'C1913314890',177,177,0,0.0
'C1070471979',177,177,0,0.0
'C1040980271',177,177,0,0.0
'C1862384239',177,177,0,0.0
'C338406777',177,177,0,0.0
'C1812702959',177,177,0,0.0
'C1158738757',177,177,0,0.0
'C150273597',177,177,0,0.0
'C393216567',177,177,0,0.0
'C108940648',177,177,0,0.0
'C1379018843',177,177,0,0.0
'C693174391',177,177,0,0.0
'C1940951230',177,177,0,0.0
'C668289079',177,177,0,0.0
'C1468773146',177,177,0,0.0
'C1075692577',177,177,0,0.0
'C1812521679',177,177,0,0.0
'C2102316964',177,177,0,0.0
'C1092512638',177,177,0,0.0
'C1125832994',177,177,0,0.0
'C1005495267',177,177,0,0.0
'C722399783',177,177,0,0.0
'C517412999',177,177,0,0.0
'C1980302296',177,177,0,0.0
'C711859898',177,177,0,0.0
'C1227773968',177,177,0,0.0
'C1674379117',177,177,0,0.0
'C1801713151',177,177,0,0.0
'C911364935',177,177,0,0.0
'C2096265838',177,177,0,0.0
'C1740393527',177,177,0,0.0
'C1622415837',177,177,0,0.0
'C1402203755',177,177,0,0.0
'C1379814778',177,177,0,0.0
'C478820701',177,177,0,0.0
'C707234445',177,177,0,0.0
'C268949400',177,177,0,0.0
'C169274898',177,177,0,0.0
'C1914057832',177,177,0,0.0
'C367433559',177,177,0,0.0
'C99017559',177,177,0,0.0
'C65683893',177,177,0,0.0
'C712473227',177,177,0,0.0
'C1273885837',177,177,0,0.0
'C528877098',177,177,0,0.0
'C1814870538',177,177,0,0.0
'C67418210',177,177,0,0.0
'C1407767965',177,177,0,0.0
'C371570992',177,177,0,0.0
'C1530098029',177,177,0,0.0
'C1088464518',177,177,0,0.0
'C172921013',177,177,0,0.0
'C1760492708',177,177,0,0.0
'C643323409',177,177,0,0.0
'C1439880421',177,177,0,0.0
'C5079947',177,177,0,0.0
'C1763342131',177,177,0,0.0
'C868933598',177,177,0,0.0
'C1093842718',177,177,0,0.0
'C797980818',177,177,0,0.0
'C1100053869',177,177,0,0.0
'C1950870438',177,177,0,0.0
'C1054818236',177,177,0,0.0
'C407219337',177,177,0,0.0
'C1489078579',177,177,0,0.0
'C267284908',177,177,0,0.0
'C1536088502',177,177,0,0.0
'C1569014356',177,177,0,0.0
'C1804573810',177,177,0,0.0
'C1388726904',177,177,0,0.0
'C131915922',177,177,0,0.0
'C1081618305',177,177,0,0.0
'C1821035128',177,177,0,0.0
'C459123820',177,177,0,0.0
'C969284083',177,177,0,0.0
'C1222389110',177,177,0,0.0
'C587016440',177,177,0,0.0
'C1366869967',177,177,0,0.0
'C1934886086',177,177,0,0.0
'C2014169866',177,177,0,0.0
'C43130617',177,177,0,0.0
'C1887473486',177,177,0,0.0
'C1132565589',177,177,0,0.0
'C39890933',177,177,0,0.0
'C38227648',177,177,0,0.0
'C2012683959',177,177,0,0.0
'C1602759549',177,177,0,0.0
'C358037591',177,177,0,0.0
'C1383337902',177,177,0,0.0
'C1405664150',177,177,0,0.0
'C1724556830',177,177,0,0.0
'C1818021493',177,177,0,0.0
'C2064655298',177,177,0,0.0
'C1630697663',177,177,0,0.0
'C337291476',177,177,0,0.0
'C1781238594',177,177,0,0.0
'C350348759',177,177,0,0.0
'C1950723662',176,176,0,0.0
'C76969430',176,176,0,0.0
'C2006367089',176,176,0,0.0
'C869565327',176,176,0,0.0
'C1035681921',176,176,0,0.0
'C948004275',176,176,0,0.0
'C759167881',176,176,0,0.0
'C1536083561',176,176,0,0.0
'C1314685160',176,176,0,0.0
'C334817037',176,176,0,0.0
'C326482046',176,176,0,0.0
'C1730375460',176,176,0,0.0
'C236999052',176,176,0,0.0
'C1711634686',176,176,0,0.0
'C296630818',176,176,0,0.0
'C1959067413',176,176,0,0.0
'C1760986787',176,176,0,0.0
'C1426420214',176,176,0,0.0
'C696052681',176,176,0,0.0
'C1580025618',176,176,0,0.0
'C2038979642',176,176,0,0.0
'C381250974',176,176,0,0.0
'C1920284556',176,176,0,0.0
'C1089903335',176,176,0,0.0
'C19820082',176,176,0,0.0
'C966984015',176,176,0,0.0
'C862267590',176,176,0,0.0
'C1803364571',176,176,0,0.0
'C2086664398',176,176,0,0.0
'C1731249040',176,176,0,0.0
'C560376591',176,176,0,0.0
'C1967337226',176,176,0,0.0
'C1234264195',176,176,0,0.0
'C1027777422',176,176,0,0.0
'C1611113200',176,176,0,0.0
'C1847111025',176,176,0,0.0
'C1557448880',176,176,0,0.0
'C707326919',176,176,0,0.0
'C354098761',176,176,0,0.0
'C1355273346',176,176,0,0.0
'C1524407626',176,176,0,0.0
'C47376492',176,176,0,0.0
'C747175090',176,176,0,0.0
'C572958608',176,176,0,0.0
'C1436301390',176,176,0,0.0
'C1127983201',176,176,0,0.0
'C1625937550',176,176,0,0.0
'C229592862',176,176,0,0.0
'C1040272582',176,176,0,0.0
'C1719535099',176,176,0,0.0
'C1830714840',176,176,0,0.0
'C1877766749',176,176,0,0.0
'C1204046804',176,176,0,0.0
'C96508773',176,176,0,0.0
'C1187799344',176,176,0,0.0
'C775533998',176,176,0,0.0
'C1192874833',176,176,0,0.0
'C607479057',176,176,0,0.0
'C311783581',176,176,0,0.0
'C423891632',176,176,0,0.0
'C1122213892',176,176,0,0.0
'C1950237952',176,176,0,0.0
'C814079066',176,176,0,0.0
'C590614528',176,176,0,0.0
'C1591612680',176,176,0,0.0
'C15276068',176,176,0,0.0
'C153258882',176,176,0,0.0
'C1520545421',176,176,0,0.0
'C2120633706',176,176,0,0.0
'C891364505',176,176,0,0.0
'C919751066',176,176,0,0.0
'C196888452',176,176,0,0.0
'C1236503001',176,176,0,0.0
'C1349106433',176,176,0,0.0
'C1151051721',176,176,0,0.0
'C1906860092',176,176,0,0.0
'C1078596280',176,176,0,0.0
'C798268011',176,176,0,0.0
'C907777350',176,176,0,0.0
'C285545076',176,176,0,0.0
'C1587738251',176,176,0,0.0
'C2085650948',176,176,0,0.0
'C362857866',176,176,0,0.0
'C476466255',176,176,0,0.0
'C2103685620',176,176,0,0.0
'C810569063',176,176,0,0.0
'C851871528',176,176,0,0.0
'C1929968596',176,176,0,0.0
'C492776916',176,176,0,0.0
'C1350082938',176,176,0,0.0
'C1348957967',176,176,0,0.0
'C404536294',176,176,0,0.0
'C1497895052',176,176,0,0.0
'C506003529',176,176,0,0.0
'C1718974481',176,176,0,0.0
'C592679392',176,176,0,0.0
'C17132509',176,176,0,0.0
'C1169771418',176,176,0,0.0
'C518028573',176,176,0,0.0
'C766494418',176,176,0,0.0
'C1101213728',176,176,0,0.0
'C605904636',176,176,0,0.0
'C1838285576',176,176,0,0.0
'C380911997',176,176,0,0.0
'C764092576',176,176,0,0.0
'C100992504',176,176,0,0.0
'C1422393615',176,176,0,0.0
'C126603077',176,176,0,0.0
'C1825950751',176,176,0,0.0
'C1557448113',176,176,0,0.0
'C1418322275',176,176,0,0.0
'C1394931354',176,176,0,0.0
'C823379702',176,176,0,0.0
'C1559339990',176,176,0,0.0
'C1268275182',176,176,0,0.0
'C753013685',176,176,0,0.0
'C1476101537',176,176,0,0.0
'C1136859577',176,176,0,0.0
'C1030975170',176,176,0,0.0
'C897883896',176,176,0,0.0
'C167330970',176,176,0,0.0
'C813472343',176,176,0,0.0
'C109947606',176,176,0,0.0
'C131200254',176,176,0,0.0
'C1457086535',176,176,0,0.0
'C820456300',176,176,0,0.0
'C1251749294',176,176,0,0.0
'C1483054025',176,176,0,0.0
'C1637529334',176,176,0,0.0
'C1315400589',175,175,0,0.0
'C1582366224',175,175,0,0.0
'C337109624',175,175,0,0.0
'C51444479',175,175,0,0.0
'C156162339',175,175,0,0.0
'C118437987',175,175,0,0.0
'C603564532',175,175,0,0.0
'C1547534233',175,175,0,0.0
'C994739890',175,175,0,0.0
'C1316262830',175,175,0,0.0
'C897057254',175,175,0,0.0
'C72452640',175,175,0,0.0
'C1963617384',175,175,0,0.0
'C131296547',175,175,0,0.0
'C1952109278',175,175,0,0.0
'C1452354279',175,175,0,0.0
'C742784538',175,175,0,0.0
'C1200227736',175,175,0,0.0
'C563130428',175,175,0,0.0
'C635222317',175,175,0,0.0
'C1259760240',175,175,0,0.0
'C310751417',175,175,0,0.0
'C320437746',175,175,0,0.0
'C46234453',175,175,0,0.0
'C394979408',175,175,0,0.0
'C1983995504',175,175,0,0.0
'C1624351292',175,175,0,0.0
'C2119675022',175,175,0,0.0
'C1642689499',175,175,0,0.0
'C12284077',175,175,0,0.0
'C1501782229',175,175,0,0.0
'C1505467955',175,175,0,0.0
'C1402381285',175,175,0,0.0
'C1869142879',175,175,0,0.0
'C1368070837',175,175,0,0.0
'C718962269',175,175,0,0.0
'C1806072501',175,175,0,0.0
'C795132749',175,175,0,0.0
'C236847402',175,175,0,0.0
'C2144163136',175,175,0,0.0
'C778028540',175,175,0,0.0
'C662948645',175,175,0,0.0
'C936786093',175,175,0,0.0
'C1306889886',175,175,0,0.0
'C1814746822',175,175,0,0.0
'C958780730',175,175,0,0.0
'C978276840',175,175,0,0.0
'C171498975',175,175,0,0.0
'C585317135',175,175,0,0.0
'C582479974',175,175,0,0.0
'C531724764',175,175,0,0.0
'C510934446',175,175,0,0.0
'C1426091756',175,175,0,0.0
'C969635352',175,175,0,0.0
'C825969892',175,175,0,0.0
'C1780829982',175,175,0,0.0
'C1875710426',175,175,0,0.0
'C186769596',175,175,0,0.0
'C433139335',175,175,0,0.0
'C1236489588',175,175,0,0.0
'C469059843',175,175,0,0.0
'C689850593',175,175,0,0.0
'C876944738',175,175,0,0.0
'C155412783',175,175,0,0.0
'C1687722078',175,175,0,0.0
'C1690988973',175,175,0,0.0
'C1356412685',175,175,0,0.0
'C791154308',175,175,0,0.0
'C2002750382',175,175,0,0.0
'C16613795',175,175,0,0.0
'C1537824739',175,175,0,0.0
'C1362652272',175,175,0,0.0
'C607532274',175,175,0,0.0
'C107438779',175,175,0,0.0
'C1484585237',175,175,0,0.0
'C1337923906',175,175,0,0.0
'C380412694',175,175,0,0.0
'C1983511229',175,175,0,0.0
'C639558755',175,175,0,0.0
'C1128965136',175,175,0,0.0
'C1719485237',175,175,0,0.0
'C1645579872',175,175,0,0.0
'C1257820473',175,175,0,0.0
'C1669649966',175,175,0,0.0
'C1022153336',175,175,0,0.0
'C99729647',175,175,0,0.0
'C809708190',175,175,0,0.0
'C1739071229',175,175,0,0.0
'C250546729',175,175,0,0.0
'C2140000055',175,175,0,0.0
'C554819698',175,175,0,0.0
'C744245203',175,175,0,0.0
'C1965017830',175,175,0,0.0
'C1487874353',175,175,0,0.0
'C1938976805',175,175,0,0.0
'C1374336520',175,175,0,0.0
'C1574217480',175,175,0,0.0
'C913662681',175,175,0,0.0
'C3977999',175,175,0,0.0
'C1984017083',175,175,0,0.0
'C1948527523',175,175,0,0.0
'C1320066686',175,175,0,0.0
'C43587827',175,175,0,0.0
'C1554849332',175,175,0,0.0
'C356750222',175,175,0,0.0
'C1370556911',175,175,0,0.0
'C862633345',175,175,0,0.0
'C938819633',175,175,0,0.0
'C2005297705',175,175,0,0.0
'C1082462651',175,175,0,0.0
'C279066833',175,175,0,0.0
'C1932334304',175,175,0,0.0
'C821630606',175,175,0,0.0
'C1333537680',175,175,0,0.0
'C781096653',175,175,0,0.0
'C490238464',174,174,0,0.0
'C1591908890',174,174,0,0.0
'C588719767',174,174,0,0.0
'C1697851479',174,174,0,0.0
'C1488142454',174,174,0,0.0
'C1617276678',174,174,0,0.0
'C1305339250',174,174,0,0.0
'C1450354557',174,174,0,0.0
'C564600361',174,174,0,0.0
'C947010068',174,174,0,0.0
'C1025104996',174,174,0,0.0
'C1394428191',174,174,0,0.0
'C626836922',174,174,0,0.0
'C495652708',174,174,0,0.0
'C1951890364',174,174,0,0.0
'C1896250849',174,174,0,0.0
'C227186054',174,174,0,0.0
'C1701338775',174,174,0,0.0
'C529768403',174,174,0,0.0
'C1230747575',174,174,0,0.0
'C1807765388',174,174,0,0.0
'C1591441443',174,174,0,0.0
'C108266856',174,174,0,0.0
'C914285365',174,174,0,0.0
'C2110568911',174,174,0,0.0
'C755000520',174,174,0,0.0
'C2145933360',174,174,0,0.0
'C1688605578',174,174,0,0.0
'C1769401317',174,174,0,0.0
'C532118459',174,174,0,0.0
'C1419235351',174,174,0,0.0
'C125143024',174,174,0,0.0
'C164104645',174,174,0,0.0
'C1960297159',174,174,0,0.0
'C1970738826',174,174,0,0.0
'C817389751',174,174,0,0.0
'C1461774305',174,174,0,0.0
'C874212917',174,174,0,0.0
'C1072577677',174,174,0,0.0
'C24198147',174,174,0,0.0
'C1282114843',174,174,0,0.0
'C471003383',174,174,0,0.0
'C1167781928',174,174,0,0.0
'C1314533733',174,174,0,0.0
'C1474786056',174,174,0,0.0
'C1739998964',174,174,0,0.0
'C95715318',174,174,0,0.0
'C1629765833',174,174,0,0.0
'C2034859281',174,174,0,0.0
'C1869757503',174,174,0,0.0
'C1213002113',174,174,0,0.0
'C85945497',174,174,0,0.0
'C907665937',174,174,0,0.0
'C42779194',174,174,0,0.0
'C1870926183',174,174,0,0.0
